# SGE Audit Database
# file_path	package	status	tested	last_audited	notes
Selection.scala	scenes.scene2d.utils	pass	no	2026-03-19	All public methods accounted for: `setActor`, `choose`, `notEmpty`, `isEmpty`, `size`, `items`, `first`, `set`, `setAll`, `add`, `addAll`, `remove`, `removeAll`, `clear`, `changed`, `fireChangeEvent`, `contains`, `getLastSelected`, `iterator`, `toArray` (2 overloads), `setDisabled`, `isDisabled`, `getToggle`, `setToggle`, `getMultiple`, `setMultiple`, `getRequired`, `setRequired`, `setProgrammaticChangeEvents`, `getProgrammaticChangeEvents`, `toString`.
SpriteDrawable.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 5 public methods: `draw` (2 overloads), `setSprite`, `getSprite`, `tint`. All 3 constructors present.
TextureRegionDrawable.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 5 public methods: `draw` (2 overloads), `setRegion`, `getRegion`, `tint`. All 4 constructors present.
TiledDrawable.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 8 public methods: `draw` (2 overloads), `getColor`, `setScale`, `getScale`, `getAlign`, `setAlign`, `tint`. Static `draw` method in companion object. All 3 constructors present.
TransformDrawable.scala	scenes.scene2d.utils	pass	no	2026-03-19	Single method `draw` (transform overload) faithfully ported.
UIUtils.scala	scenes.scene2d.utils	pass	no	2026-03-19	All 16 public members accounted for: 5 platform flags (`isAndroid`, `isMac`, `isWindows`, `isLinux`, `isIos`), and 6 pairs of no-arg/int-arg methods (`left`, `right`, `middle`, `shift`, `ctrl`, `alt`).
Action.scala	scenes.scene2d	pass	no	2026-03-19	All 9 public/protected methods accounted for: `act`, `restart`, `setActor`, `getActor`, `setTarget`, `getTarget`, `reset`, `getPool`, `setPool`, `toString`.
Actor.scala	scenes.scene2d	minor_issues	no	2026-03-19	All ~60 public/protected methods accounted for. Deprecated `ancestorsVisible()` intentionally dropped.; The 3 TODOs above are blocking for production use of clipping and debug rendering with rotated/scaled actors. Functionally correct for non-clipped, axis-aligned actors.
Event.scala	scenes.scene2d	pass	no	2026-03-19	All 15 public methods accounted for: `handle`, `cancel`, `stop`, `reset`, `getTarget`, `setTarget`, `getListenerActor`, `setListenerActor`, `getBubbles`, `setBubbles`, `isHandled`, `isStopped`, `isCancelled`, `setCapture`, `isCapture`, `setStage`, `getStage`.; None. `getOrElse(null)` is acceptable at API boundary where callers need non-wrapped values.
EventListener.scala	scenes.scene2d	pass	no	2026-03-19	All 1 interface methods accounted for: `handle`.; None. Exact 1:1 port.
Group.scala	scenes.scene2d	minor_issues	no	2026-03-19	All ~30 public/protected methods accounted for: `act`, `draw`, `drawChildren`, `drawDebug`, `drawDebugChildren`, `computeTransform`, `applyTransform` (Batch and ShapeRenderer overloads), `resetTransform` (Batch and ShapeRenderer overloads), `setCullingArea`, `getCullingArea`, `hit`, `childrenChanged`, `addActor`, `addActorAt`, `addActorBefore`, `addActorAfter`, `removeActor` (2 overloads), `removeActorAt`, `clearChildren` (2 overloads), `clear` (2 overloads), `findActor`, `setStage`, `swapActor` (2 overloads), `getChild`, `getChildren`, `hasChildren`, `setTransform`, `isTransform`, `localToDescendantCoordinates`, `setDebug`, `debugAll`, `toString` (2 overloads).; Missing `shapes.flush()` calls may cause incorrect debug rendering order when transforms are applied. Non-blocking for core functionality.
InputEvent.scala	scenes.scene2d	pass	no	2026-03-19	All 21 public methods accounted for: `reset`, `getStageX`, `setStageX`, `getStageY`, `setStageY`, `getType`, `setType`, `getPointer`, `setPointer`, `getButton`, `setButton`, `getKeyCode`, `setKeyCode`, `getCharacter`, `setCharacter`, `getScrollAmountX`, `getScrollAmountY`, `setScrollAmountX`, `setScrollAmountY`, `getRelatedActor`, `setRelatedActor`, `toCoordinates`, `isTouchFocusCancel`, `getTouchFocus`, `setTouchFocus`, `toString`. Inner enum `Type` with all 10 values.
InputListener.scala	scenes.scene2d	pass	no	2026-03-19	All 10 public methods accounted for: `handle`, `touchDown`, `touchUp`, `touchDragged`, `mouseMoved`, `enter`, `exit`, `scrolled`, `keyDown`, `keyUp`, `keyTyped`. Static `tmpCoords` -> companion object val.
Stage.scala	scenes.scene2d	pass	no	2026-03-19	All ~45 public/protected methods accounted for. Inner class `TouchFocus` present with `reset()`. All input event methods (`touchDown`, `touchUp`, `touchDragged`, `touchCancelled`, `mouseMoved`, `scrolled`, `keyDown`, `keyUp`, `keyTyped`), focus management (`setKeyboardFocus`, `getKeyboardFocus`, `setScrollFocus`, `getScrollFocus`, `addTouchFocus`, `removeTouchFocus`, `cancelTouchFocus`, `cancelTouchFocusExcept`), stage operations (`draw`, `drawDebug`, `act`, `hit`, `addActor`, `addAction`, `getActors`, `addListener`, `removeListener`, `addCaptureListener`, `removeCaptureListener`, `actorRemoved`, `clear`, `unfocusAll`, `unfocus`), coordinate transforms (`screenToStageCoordinates`, `stageToScreenCoordinates`, `toScreenCoordinates`, `calculateScissors`), viewport/batch/camera (`getBatch`, `getViewport`, `setViewport`, `getWidth`, `getHeight`, `getCamera`, `getRoot`, `setRoot`), debug (`setDebugAll`, `isDebugAll`, `setDebugUnderMouse`, `setDebugParentUnderMouse`, `setDebugTableUnderMouse`, `setDebugInvisible`, `getDebugColor`, `setActionsRequestRendering`, `getActionsRequestRendering`), lifecycle (`close`, `isInsideViewport`).
Touchable.scala	scenes.scene2d	pass	no	2026-03-19	All 3 enum values accounted for: `enabled`, `disabled`, `childrenOnly`.; None. Exact 1:1 port.
Application.scala	sge	pass	no	2026-03-19	Full API coverage. ApplicationType enum ported as Scala 3 enum.
ApplicationListener.scala	sge	pass	no	2026-03-19	Full API coverage.
ApplicationLogger.scala	sge	pass	no	2026-03-19	Full API coverage.
Audio.scala	sge	pass	no	2026-03-19	Full API coverage.
Files.scala	sge	pass	no	2026-03-19	Full API coverage. FileType enum ported as Scala 3 enum.
Game.scala	sge	pass	no	2026-03-19	Full API coverage — render/setScreen use Sge() context.; 1 — Java-style getters/setters (deferred)
Graphics.scala	sge	pass	no	2026-03-19	Full API coverage. GLVersion type alias points to sge.graphics.glutils.GLVersion.; 1 — opaque Pixels (deferred)
Input.scala	sge	pass	no	2026-03-19	Full API coverage. All 4 enums (Peripheral, OnscreenKeyboardType, VibrationType, Orientation) converted to Scala 3 enum. Keys.toString returns Nullable[String].; 2 — opaque Button/Key types, opaque Pixels (deferred)
InputEventQueue.scala	sge	pass	no	2026-03-19	Full API coverage.
InputMultiplexer.scala	sge	pass	no	2026-03-19	Full API coverage.
InputProcessor.scala	sge	pass	no	2026-03-19	Full API coverage.
LifecycleListener.scala	sge	pass	no	2026-03-19	Full API coverage.
Net.scala	sge	pass	no	2026-03-19	Full API coverage. HttpMethods converted to opaque type.
Preferences.scala	sge	pass	no	2026-03-19	Full API coverage.
Screen.scala	sge	pass	no	2026-03-19	Full API coverage.
Sge.scala	sge	pass	yes	2026-03-19	Full API coverage. Static fields replaced with context parameter pattern.
Version.scala	sge	pass	no	2026-03-19	"Full API coverage. VERSION updated to ""1.14.1"" matching Java source."
compression/CRC.scala	utils.compression	pass	no	2026-03-19	
compression/ICodeProgress.scala	utils.compression	pass	no	2026-03-19	
compression/Lzma.scala	utils.compression	pass	no	2026-03-19	
compression/lz/BinTree.scala	utils.compression	pass	no	2026-03-19	
compression/lz/InWindow.scala	utils.compression	pass	no	2026-03-19	
compression/lz/OutWindow.scala	utils.compression	pass	no	2026-03-19	
compression/lzma/Base.scala	utils.compression	pass	no	2026-03-19	
compression/lzma/Decoder.scala	utils.compression	pass	no	2026-03-19	
compression/lzma/Encoder.scala	utils.compression	pass	no	2026-03-19	
compression/rangecoder/BitTreeDecoder.scala	utils.compression	pass	no	2026-03-19	
compression/rangecoder/BitTreeEncoder.scala	utils.compression	pass	no	2026-03-19	
compression/rangecoder/Decoder.scala	utils.compression	pass	no	2026-03-19	
compression/rangecoder/Encoder.scala	utils.compression	pass	no	2026-03-19	
ExtendViewport.scala	utils.viewport	pass	no	2026-03-19	4 constructors + `update()` + 8 getters/setters — 1:1 match.
FillViewport.scala	utils.viewport	pass	no	2026-03-19	2 constructors delegating to `ScalingViewport(Scaling.fill, ...)` — 1:1 match.; None (trailing semicolons on imports removed during audit)
FitViewport.scala	utils.viewport	pass	no	2026-03-19	2 constructors delegating to `ScalingViewport(Scaling.fit, ...)` — 1:1 match.; None (trailing semicolons on imports removed during audit)
ScalingViewport.scala	utils.viewport	pass	no	2026-03-19	2 constructors + `update()` + `getScaling()`/`setScaling()` — 1:1 match.
ScreenViewport.scala	utils.viewport	pass	no	2026-03-19	2 constructors + `update()` + `getUnitsPerPixel()`/`setUnitsPerPixel()` — 1:1 match.
StretchViewport.scala	utils.viewport	pass	no	2026-03-19	2 constructors delegating to `ScalingViewport(Scaling.stretch, ...)` — 1:1 match.; None (trailing semicolons on imports removed during audit)
Viewport.scala	utils.viewport	pass	no	2026-03-19	All 26 methods + 7 fields ported.
Align.scala	utils	pass	no	2026-03-19	All 9 constants and 6 static methods accounted for. `toString` -> `Show[Align].show` extension.
ArrayMap.scala	utils	pass	no	2026-03-19	All major methods present: `put`, `get`, `removeKey`, `removeIndex`, `removeValue`, `indexOfKey`, `indexOfValue`, `containsKey`, `containsValue`, `putAll`, `clear`, `ensureCapacity`, `shrink`, `peekKey`, `peekValue`, `reverse`, `shuffle`, `truncate`, `foreachEntry`, `foreachKey`, `foreachValue`, `hashCode`, `equals`, `toString`.
BaseJsonReader.scala	utils	pass	no	2026-03-19	Both interface methods (`parse(InputStream)`, `parse(FileHandle)`) present.
BinaryHeap.scala	utils	pass	no	2026-03-19	All methods present: `add`, `add(value)`, `contains`, `peek`, `pop`, `remove`, `notEmpty`, `isEmpty`, `clear`, `setValue`, `equals`, `hashCode`, `toString`. Inner `Node` class present.
BufferOps.scala	utils	na	no	2026-03-19	
BufferUtils.scala	utils	pass	no	2026-03-19	All major methods present: 12 `copy` overloads, 8 `transform` overloads, 8 `findFloats` overloads, 7 `new*Buffer` factory methods, `newUnsafeByteBuffer`, `disposeUnsafeByteBuffer`, `isUnsafeByteBuffer`, `getUnsafeBufferAddress`, `getAllocatedBytesUnsafe`.
Clipboard.scala	utils	pass	no	2026-03-19	All 3 interface methods accounted for.
ComparableTimSort.scala	utils	pass	no	2026-03-19	Faithful port of the TimSort variant for `Comparable` types.
DataBuffer.scala	utils	pass	no	2026-03-19	All Java API methods present. `getBuffer()`, `size()`, and `toArray()`/`getBytes` all ported. `DataBuffer` extends `OutputStream with java.io.DataOutput`. `OptimizedByteArrayOutputStream` from `StreamUtils` reused instead of duplicated.; None — `getBuffer()` and `size()` methods added; `OptimizedByteArrayOutputStream` duplication resolved.
DataInput.scala	utils	pass	no	2026-03-19	Both methods (`readInt(boolean)`, `readString()`) present.
DataOutput.scala	utils	pass	no	2026-03-19	Both methods (`writeInt(int, boolean)`, `writeString(@Null String)`) present.
DynamicArray.scala	utils	pass	yes	2026-03-19	Comprehensive port covering all libGDX `Array` functionality plus additional methods from `IntArray`, `FloatArray`, `CharArray`, `BooleanArray`, `LongArray`, `ShortArray`, `ByteArray` (all replaced by this single generic class via `MkArray` type class). Methods include: `apply`, `update`, `add` (1-3 args), `addAll`, `insert`, `insertRange`, `removeIndex`, `removeValue`, `removeValueByRef`, `removeRange`, `removeAll`, `removeAllByRef`, `pop`, `clear`, `truncate`, `contains`, `containsByRef`, `containsAll`, `containsAny`, `indexOf`, `indexOfByRef`, `lastIndexOf`, `replaceFirst`, `replaceAll`, `swap`, `reverse`, `shuffle`, `sort`, `ensureCapacity`, `setSize`, `shrink`, `begin`/`end` (snapshot), `toArray`, `first`, `last`, `peek`, `random`, `isEmpty`, `nonEmpty`, `foreach`, `iterator`, `exists`, `find`, `count`, `forall`, `indexWhere`, `+=`, `-=`, `--=`, `addAll(Iterable)`.; Internal use of raw `null` for snapshot fields is documented and acceptable for performance.
Eval.scala	utils	na	no	2026-03-19	
I18nBundle.scala	utils	pass	no	2026-03-19	All public methods present: `getLocale`, `get(key)`, `keys()`, `format(key, args)`, `debug(placeholder)`. Companion object has: `createBundle` (4 overloads), `getSimpleFormatter`/`setSimpleFormatter`, `getExceptionOnMissingKey`/`setExceptionOnMissingKey`. Private implementation methods: `createBundleImpl`, `getCandidateLocales`, `getFallbackLocale`, `loadBundleChain`, `loadBundle`, `checkFileExistence`, `toFileHandle`.
JsonCodecs.scala	utils	na	no	2026-03-19	
JsonReader.scala	utils	pass	yes	2026-03-19	All parse methods present: `parse(String)`, `parse(Reader)`, `parse(InputStream)`, `parse(FileHandle)`. Implementation replaced with jsoniter-scala + kindlings bridge.
JsonValue.scala	utils	pass	yes	2026-03-19	Comprehensive port. All constructors, accessors (`asString`, `asFloat`, `asDouble`, `asLong`, `asInt`, `asBoolean`, `asByte`, `asShort`, `asChar`), array accessors (`asStringArray`, `asFloatArray`, etc.), child accessors (`get(name)`, `get(index)`, `getString(name)`, `getFloat(name)`, etc.), modification methods (`set`, `setName`, `setChild`, `addChild`, `addChildFirst`, `replace`, `remove`, `removeFromParent`), type checks (`isArray`, `isObject`, `isString`, `isNumber`, `isNull`, `isValue`), serialization (`toJson`, `trace`, `toString`), and iteration (`iterator`). Inner `ValueType` enum present. Companion has `fromJson` factory.
LittleEndianInputStream.scala	utils	pass	no	2026-03-19	All 13 DataInput interface methods present.
Logger.scala	utils	pass	no	2026-03-19	All 6 logging methods (`debug`, `info`, `error` x2 each) plus `setLevel`/`getLevel` and 4 level constants (`NONE`, `ERROR`, `INFO`, `DEBUG`).
MkArray.scala	utils	na	yes	2026-03-19	
Nullable.scala	utils	na	yes	2026-03-19	
NumberUtils.scala	utils	pass	no	2026-03-19	All 7 methods present: `floatToIntBits`, `floatToRawIntBits`, `floatToIntColor`, `intToFloatColor`, `intBitsToFloat`, `doubleToLongBits`, `longBitsToDouble`.
ObjectMap.scala	utils	pass	yes	2026-03-19	All major methods present: `size`, `isEmpty`, `nonEmpty`, `put`, `get` (2 overloads), `remove`, `containsKey`, `containsValue`, `findKey`, `putAll`, `clear` (2 overloads), `ensureCapacity`, `shrink`, `resize`, `foreachEntry`, `foreachKey`, `foreachValue`, `hashCode`, `equals`, `toString`. Factory methods in companion.
ObjectSet.scala	utils	pass	yes	2026-03-19	All major methods present: `size`, `isEmpty`, `nonEmpty`, `add`, `addAll` (2 overloads), `remove`, `contains`, `get`, `first`, `clear` (2 overloads), `ensureCapacity`, `shrink`, `resize`, `foreach`, `toArray`, `hashCode`, `equals`, `toString`. Factory methods in companion.
OrderedMap.scala	utils	pass	no	2026-03-19	All methods present: `size`, `isEmpty`, `nonEmpty`, `put`, `get` (2 overloads), `remove`, `removeIndex`, `containsKey`, `containsValue`, `findKey`, `alter`, `alterIndex`, `putAll`, `clear` (2 overloads), `ensureCapacity`, `shrink`, `orderedKeys`, `foreachEntry`, `foreachKey`, `foreachValue`, `hashCode`, `equals`, `toString`.
OrderedSet.scala	utils	pass	no	2026-03-19	All methods present: `size`, `isEmpty`, `nonEmpty`, `add`, `addAll` (2 overloads), `remove`, `removeIndex`, `contains`, `get`, `first`, `alter`, `alterIndex`, `clear` (2 overloads), `ensureCapacity`, `shrink`, `orderedItems`, `foreach`, `toArray`, `hashCode`, `equals`, `toString`.
PerformanceCounter.scala	utils	pass	no	2026-03-19	All methods present: `tick()`, `tick(delta)`, `start()`, `stop()`, `reset()`, `toString()`, `toString(sb)`. All fields: `name`, `time`, `load`, `current`, `valid`.
PerformanceCounters.scala	utils	pass	no	2026-03-19	All methods present: `add` (2 overloads), `tick()`, `tick(deltaTime)`, `toString(sb)`. `counters` field present.
Pool.scala	utils	minor_issues	no	2026-03-19	All `Pool` methods present: `obtain`, `free`, `fill`, `reset`, `discard`, `freeAll` (2 overloads: `Iterable` and `DynamicArray`), `clear`, `getFree`, `peak`. Inner `Poolable` trait preserved. `Pool.Default` replaces `DefaultPool`. `Pool.Flushable` replaces `FlushablePool`. `Pool.QuadTreeFloat` consolidates `QuadTreeFloat` from separate Java file, with all methods: `setBounds`, `add`, `query` (circle and rect), `nearest`, `reset`, constants `VALUE/X/Y/DISTSQR`.; `Pool` changed from `abstract class` to `trait` -- this is an intentional design improvement but changes instantiation semantics slightly. The `Poolable` type class in separate file bridges this.
PoolManager.scala	utils	pass	no	2026-03-19	All methods present: `addPool` (2 overloads), `getPool`, `getPoolOrNull`, `hasPool`, `obtain`, `obtainOrNull`, `free`, `clear`.
Poolable.scala	utils	pass	no	2026-03-19	Type class `Poolable[A]` with `reset(a: A)` method. Bridge given `fromTrait` auto-derives from `Pool.Poolable`.
PropertiesUtils.scala	utils	minor_issues	no	2026-03-19	`load` method present. Missing `store` method and private helper methods (`dumpString`, `writeComment`).; Missing `store(ObjectMap, Writer, String)` method from the Java API. The `load` implementation uses `java.util.Properties` delegation which may differ from the original hand-written parser in edge cases.
QuickSelect.scala	utils	pass	no	2026-03-19	All methods present: `select`, `partition`, `recursiveSelect`, `medianOfThreePivot`, `swap`.
Resource.scala	utils	na	no	2026-03-19	
Scaling.scala	utils	pass	no	2026-03-19	All 10 scaling instances present: `fit`, `contain`, `fill`, `fillX`, `fillY`, `stretch`, `stretchX`, `stretchY`, `none`. Abstract `apply` method present.
ScreenUtils.scala	utils	minor_issues	no	2026-03-19	`clear` methods (5 overloads) present. `getFrameBufferPixels` methods (2 overloads) present. `getFrameBufferTexture` and `getFrameBufferPixmap` are commented out with TODO.; `getFrameBufferTexture` and `getFrameBufferPixmap` blocked on `Pixmap.createFromFrameBuffer`; 2 methods (`getFrameBufferTexture`, `getFrameBufferPixmap`) commented out, waiting for `Pixmap.createFromFrameBuffer` port.
Seconds.scala	utils	na	no	2026-03-19	
Select.scala	utils	pass	no	2026-03-19	All methods present: `select`, `selectIndex`, `fastMin`, `fastMax`. Static `instance()` in companion.
SgeError.scala	utils	pass	no	2026-03-19	Replaces `GdxRuntimeException` and `SerializationException` with a sealed enum of error types: `FileReadError`, `FileWriteError`, `MathError`, `NetworkError`, `SerializationError`, `InvalidInput`, `GraphicsError`.
SgeNativesLoader.scala	utils	pass	no	2026-03-19	`load()` and `disableNativesLoading` present.; Actual native library loading is a placeholder (`nativesLoaded = true` without loading); None (intentional -- native loading strategy differs in SGE)
Show.scala	utils	na	no	2026-03-19	
Sort.scala	utils	minor_issues	no	2026-03-19	All 6 sort method overloads present. Missing `instance()` static method.; Missing `instance()` method (minor -- Scala object serves as singleton). The `sort(DynamicArray, Ordering)` implementation copies the array out and back, which is less efficient than the Java version that sorts `items` in-place.
StreamUtils.scala	utils	pass	no	2026-03-19	All methods present: 6 `copyStream` overloads, 2 `copyStreamToByteArray` overloads, 3 `copyStreamToString` overloads, `closeQuietly`. `OptimizedByteArrayOutputStream` inner class present. Constants `DEFAULT_BUFFER_SIZE` and `EMPTY_BYTES` present.
TextFormatter.scala	utils	minor_issues	no	2026-03-19	`format(pattern, args)` method present. Missing `replaceEscapeChars` and `simpleFormat` private methods -- the implementation is a naive placeholder that does simple `{0}`, `{1}` substitution.; The implementation is a simplistic placeholder. The Java original has two code paths: (1) `MessageFormat`-based with proper locale formatting and escape char handling, and (2) `simpleFormat` with careful brace parsing and error checking. The Scala version only does basic `String.replace` which lacks error checking, brace escaping (`{{`), and locale-aware formatting.
TimSort.scala	utils	pass	no	2026-03-19	Faithful port of the TimSort algorithm. All internal methods present.
TimeUtils.scala	utils	pass	no	2026-03-19	All 6 methods present: `nanoTime`, `millis`, `nanosToMillis`, `millisToNanos`, `timeSinceNanos`, `timeSinceMillis`. `nanosPerMilli` constant present.
Timer.scala	utils	minor_issues	no	2026-03-19	"All public methods present: `postTask`, `scheduleTask` (4 overloads), `stop`, `start`, `clear`, `isEmpty`, `delay`. Static methods: `instance`, `post`, `schedule` (3 overloads). Inner `Task` abstract class with `run`, `cancel`, `isScheduled`, `getExecuteTimeMillis`. Inner `TimerThread` with `run`, `addPostedTask`, `removePostedTask`, `resume`, `pause`, `dispose`.; `app.addLifecycleListener(this)` / `app.removeLifecycleListener(this)` commented out; `app.postRunnable(runPostedTasks)` commented out; `runPostedTasks` not yet connected; Uses `implicit` keyword instead of `using` (older convention). `LifecycleListener` integration and `postRunnable` are TODOs -- posted tasks will not actually execute on the main thread until these are implemented. The `runTasks` field is annotated `@nowarn(""msg=unused"")`."
XmlReader.scala	utils	pass	yes	2026-03-19	All parse methods present: `parse(String)`, `parse(Reader)`, `parse(InputStream)`, `parse(FileHandle)`. Inner `Element` class with all accessors. Implementation uses scala-xml library.
